feature_name,coefficient,odds_ratio,direction
ble,0.170648831007419,1.1860741634109269,resistant
mph(B),0.16688756452566883,1.1816214016764315,resistant
ompC_D33AfsTer3,-0.16635151645084267,0.8467485358294586,susceptible
parC_S57T,-0.16635151645084267,0.8467485358294586,susceptible
tet(A),-0.16000966721871349,0.8521355511456465,susceptible
gyrA_D87G,-0.1595290170806809,0.8525452286638179,susceptible
blaNDM-5,0.15852120293167435,1.1717767690645795,resistant
cirA_W455Ter,-0.1570548164119089,0.8546572082920373,susceptible
ftsI_I336IKYRI,0.15524246683873816,1.1679411137658597,resistant
blaOXA,0.15008503712417234,1.161933045971962,resistant
cirA_T190PfsTer4,0.13968395187361038,1.1499103144205765,resistant
tet(D),0.13892868264866431,1.1490421504386845,resistant
gyrA_D87N,-0.1316650454518866,0.8766345786472042,susceptible
nfsA_W159Ter,-0.12826266221681198,0.8796223052541269,susceptible
parE_I355T,-0.12570109592164352,0.8818784044439267,susceptible
cirA_E450AfsTer30,-0.12568845609085957,0.881889551308178,susceptible
parE_S458A,0.12037549676171537,1.127920302493236,resistant
gyrA_S83L,0.11920549139576221,1.1266014013980856,resistant
parC_E84G,-0.11726493011414152,0.8893495464729786,susceptible
ompC_Q82Ter,-0.11370597318831255,0.8925203422167975,susceptible
aadA5,0.10472330462970134,1.1104033243863412,resistant
blaTEM,0.10307521855410245,1.10857479133294,resistant
mph(A),0.10069044926038519,1.105934246007911,resistant
mrx(A),0.10069044926038519,1.105934246007911,resistant
nfsB_Q26Ter,-0.10063706889539095,0.9042611578397562,susceptible
dfrA12,-0.09829356121186916,0.9063827858658511,susceptible
cirA_I229RfsTer65,0.09138466684513484,1.095690399974384,resistant
ptsI_V25I,-0.09104842162420923,0.9129735021691102,susceptible
aph(3'')-Ib,0.08895702809555264,1.0930336855780318,resistant
dfrA7,0.08671230120543234,1.09058287520128,resistant
dfrA14,0.0804831520744557,1.0838105865283627,resistant
ftsI_N337NYRIN,0.07844064035152513,1.0815991499113655,resistant
uhpT_E350Q,0.07284222200387964,1.0755608236950815,resistant
acrR_V29YfsTer60,-0.07165918486587194,0.9308480888722994,susceptible
dfrA5,0.06898167873487782,1.0714165792613197,resistant
blaCMY-42,0.06631301227578047,1.0685611375778996,resistant
mcr-1.1,0.06360933448504338,1.065675994568227,resistant
nfsA_G126R,0.05787684646827848,1.0595844961018563,resistant
aadA16,0.05714028609927972,1.058804335507381,resistant
arr-3,0.05714028609927972,1.058804335507381,resistant
blaCMY-2,0.05714028609927972,1.058804335507381,resistant
blaTEM-33,0.05714028609927972,1.058804335507381,resistant
dfrA27,0.05714028609927972,1.058804335507381,resistant
parC_G78C,0.05714028609927972,1.058804335507381,resistant
qnrB6,0.05714028609927972,1.058804335507381,resistant
bleO,0.045982931394956295,1.0470565390098903,resistant
oqxA,0.045982931394956295,1.0470565390098903,resistant
oqxB,0.045982931394956295,1.0470565390098903,resistant
catA1,0.04350881131715199,1.0444691974208342,resistant
ompF_Y253EfsTer3,0.02835893625924909,1.0287648791761475,resistant
blaSFO-1,0.020563793883246646,1.020776685474825,resistant
rmtB1,0.020563793883246646,1.020776685474825,resistant
aac(3)-IIe,0.01896074879265099,1.0191416452922863,resistant
acrR_V29YfsTer44,0.012127628075744657,1.0122014659479561,resistant
blaCMY-145,0.012127628075744657,1.0122014659479561,resistant
blaNDM-4,0.012127628075744657,1.0122014659479561,resistant
blaOXA-181,0.012127628075744657,1.0122014659479561,resistant
cirA_S90YfsTer15,0.012127628075744657,1.0122014659479561,resistant
aac(6')-Ib,0.00843616580750199,1.0084718505310977,resistant
acrR_R192HfsTer53,0.00843616580750199,1.0084718505310977,resistant
arr-2,0.00843616580750199,1.0084718505310977,resistant
catB,0.00843616580750199,1.0084718505310977,resistant
nfsA_C90Ter,0.00843616580750199,1.0084718505310977,resistant
rmtF1,0.00843616580750199,1.0084718505310977,resistant
dfrA17,-0.006348580387251292,0.993671529270784,susceptible
