feature_name,coefficient,odds_ratio,direction
ble,0.05845632787901433,1.0601986835583712,resistant
parC_E84G,0.05543871917853102,1.057004240999493,resistant
ftsI_I336IKYRI,0.052637494170464656,1.0540474774993454,resistant
cirA_T190PfsTer4,0.05153827111383443,1.0528894807742448,resistant
blaSFO-1,0.05122920152738646,1.0525641149407783,resistant
rmtB1,0.05122920152738646,1.0525641149407783,resistant
blaCTX-M-14,0.04672140145794171,1.04783004448837,resistant
nfsA_W159Ter,0.04591566176518556,1.0469861062731807,resistant
dfrA5,-0.0441713692687371,0.9567899790239742,susceptible
sat2,-0.040694695207802487,0.9601222151187397,susceptible
parE_I529L,0.039840575244082674,1.0406448564148085,resistant
cirA_I229RfsTer65,-0.03668096158671727,0.9639836341035427,susceptible
qnrS1,0.0357520153888007,1.036398803666534,resistant
lnu(F),0.0356789702431593,1.0363231025298114,resistant
blaCMY-42,0.035093250083834064,1.0357162849270851,resistant
blaNDM-5,0.034992777515315675,1.0356122290791487,resistant
tet(M),0.03410936847860129,1.034697763860339,resistant
parE_L445H,0.03269514527686502,1.0332355045001733,resistant
blaTEM-30,0.02904125717840597,1.0294670665054126,resistant
ompF_N274TfsTer7,0.02904125717840597,1.0294670665054126,resistant
bleO,0.02868026486861566,1.0290955038808818,resistant
oqxA,0.02868026486861566,1.0290955038808818,resistant
oqxB,0.02868026486861566,1.0290955038808818,resistant
acrR_V29YfsTer60,0.028380980796701028,1.0287875580720276,resistant
aac(6')-Ib,0.027765651163687816,1.0281547093267318,resistant
acrR_R192HfsTer53,0.027765651163687816,1.0281547093267318,resistant
arr-2,0.027765651163687816,1.0281547093267318,resistant
catB,0.027765651163687816,1.0281547093267318,resistant
nfsA_C90Ter,0.027765651163687816,1.0281547093267318,resistant
rmtF1,0.027765651163687816,1.0281547093267318,resistant
parE_I355T,0.027673068014843205,1.0280595239325927,resistant
aadA5,0.0260891104844186,1.026432410287582,resistant
acrR_V29YfsTer44,0.02346355036369865,1.0237409850799892,resistant
blaCMY-145,0.02346355036369865,1.0237409850799892,resistant
blaNDM-4,0.02346355036369865,1.0237409850799892,resistant
blaOXA-181,0.02346355036369865,1.0237409850799892,resistant
cirA_S90YfsTer15,0.02346355036369865,1.0237409850799892,resistant
aadA16,0.022634154018892978,1.0228922500664486,resistant
arr-3,0.022634154018892978,1.0228922500664486,resistant
blaCMY-2,0.022634154018892978,1.0228922500664486,resistant
blaTEM-33,0.022634154018892978,1.0228922500664486,resistant
dfrA27,0.022634154018892978,1.0228922500664486,resistant
parC_G78C,0.022634154018892978,1.0228922500664486,resistant
qnrB6,0.022634154018892978,1.0228922500664486,resistant
blaTEM,0.020946314234012435,1.0211672280210802,resistant
cirA_W455Ter,0.018775341295840013,1.0189527063068302,resistant
aac(3)-VIa,0.01804116651673641,1.0182048914757449,resistant
aac(6')-Ib3,0.017820236424687365,1.0179799642228606,resistant
blaVEB-5,0.017820236424687365,1.0179799642228606,resistant
dfrA4,0.017820236424687365,1.0179799642228606,resistant
blaCTX-M-1,0.015786989110158647,1.0159122619817145,resistant
aph(6)-Id,-0.014452648762839714,0.9856512894353793,susceptible
estX,0.01402625618107669,1.0141250856408162,resistant
nfsA_R15C,0.01402625618107669,1.0141250856408162,resistant
aph(3'')-Ib,-0.012392573977692592,0.9876838977474085,susceptible
catA2,0.008030999838479609,1.0080633348204657,resistant
mef(B),0.008030999838479609,1.0080633348204657,resistant
nfsA_G126R,0.00732759892014625,1.007354511467739,resistant
blaOXA,0.007227126351627863,1.0072533050568824,resistant
